data_128.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
70	S(42)	91.69	0.759	91.55	92.31	8498.83657
40	Shal	91.69	0.759	91.55	92.31	8498.83657
71	S(43)	91.69	0.759	91.55	92.31	8498.83657
27	ncof	91.41	0.751	91.53	90.91	8406.92642
65	S(36)	88.92	0.680	87.34	100.00	8392.832
14	3cCH	91.14	0.742	91.22	90.77	8360.80259
50	S(16)	90.86	0.734	90.91	90.63	8313.98738
84	m	90.30	0.717	90.85	87.88	8133.734205
43	S(5)	89.75	0.699	89.70	90.00	8126.84265
60	S(31)	88.64	0.664	88.52	89.29	7939.57212
drop:
86	IP
52	S(18)
data_97.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
74	S(57)	92.24	0.777	91.61	95.24	8690.113225
41	S(2)	91.97	0.769	91.30	95.16	8646.05697
29	nphos	91.97	0.769	91.30	95.16	8646.05697
61	S(33)	91.97	0.769	91.30	95.16	8646.05697
42	S(3)	91.97	0.769	91.30	95.16	8646.05697
71	S(51)	91.97	0.769	91.30	95.16	8646.05697
48	S(11)	91.97	0.769	91.30	95.16	8646.05697
34	3k	91.97	0.769	91.30	95.16	8646.05697
49	S(14)	91.97	0.769	91.30	95.16	8646.05697
88	w	91.69	0.760	91.00	95.08	8601.548
20	3cvP	91.69	0.760	91.00	95.08	8601.548
11	3cP	91.69	0.760	91.00	95.08	8601.548
4	ndonr	91.69	0.760	91.00	95.08	8601.548
79	ea	91.69	0.760	91.00	95.08	8601.548
94	Svpc	91.69	0.760	91.00	95.08	8601.548
86	mcp	91.69	0.760	91.00	95.08	8601.548
91	PSA	91.69	0.760	91.00	95.08	8601.548
63	S(35)	91.69	0.760	91.00	95.08	8601.548
36	phi	91.69	0.760	91.00	95.08	8601.548
77	Wmol	91.69	0.760	91.00	95.08	8601.548
39	Shet	91.69	0.760	91.00	95.08	8601.548
84	h	91.69	0.760	91.00	95.08	8601.548
54	S(22)	91.69	0.760	91.00	95.08	8601.548
37	Shev	91.69	0.760	91.00	95.08	8601.548
46	S(9)	91.69	0.760	91.00	95.08	8601.548
85	A	91.69	0.760	91.00	95.08	8601.548
32	nnitro	91.69	0.760	91.00	95.08	8601.548
68	S(41)	91.69	0.760	91.00	95.08	8601.548
52	S(19)	91.69	0.760	91.00	95.08	8601.548
87	cen	91.69	0.760	91.00	95.08	8601.548
25	nhet	91.69	0.760	91.00	95.08	8601.548
16	5cCH	91.97	0.768	91.58	93.75	8593.56677
57	S(28)	91.97	0.768	91.58	93.75	8593.56677
45	S(8)	91.97	0.768	91.58	93.75	8593.56677
22	4cvCH	91.97	0.768	91.58	93.75	8593.56677
73	S(56)	91.97	0.768	91.58	93.75	8593.56677
51	S(17)	91.97	0.768	91.58	93.75	8593.56677
15	4cCH	91.97	0.768	91.58	93.75	8593.56677
96	Svpcw	91.97	0.768	91.58	93.75	8593.56677
76	S(80)	91.97	0.768	91.58	93.75	8593.56677
30	nsulph	91.97	0.768	91.58	93.75	8593.56677
60	S(32)	91.97	0.768	91.58	93.75	8593.56677
28	ncoi	91.97	0.768	91.58	93.75	8593.56677
69	S(42)	91.97	0.768	91.58	93.75	8593.56677
80	eb	91.41	0.752	90.70	95.00	8557.2417
58	S(30)	91.41	0.752	90.70	95.00	8557.2417
81	q+	91.41	0.752	90.70	95.00	8557.2417
24	nhyd	91.41	0.752	90.70	95.00	8557.2417
72	S(54)	91.41	0.752	90.70	95.00	8557.2417
75	S(60)	91.41	0.752	90.70	95.00	8557.2417
31	noxy	91.41	0.752	90.70	95.00	8557.2417
65	S(37)	91.69	0.760	91.28	93.65	8548.38925
7	dis3	91.69	0.760	91.28	93.65	8548.38925
44	S(7)	91.69	0.760	91.28	93.65	8548.38925
97	Svncw	91.69	0.760	91.28	93.65	8548.38925
5	dis1	91.69	0.760	91.28	93.65	8548.38925
92	Sanc	91.69	0.760	91.28	93.65	8548.38925
66	S(38)	91.69	0.760	91.28	93.65	8548.38925
3	nrot	91.14	0.743	90.40	94.92	8513.87878
67	S(40)	91.14	0.743	90.40	94.92	8513.87878
38	Scar	91.14	0.743	90.40	94.92	8513.87878
10	2c	91.41	0.751	90.97	93.55	8502.77386
62	S(34)	91.41	0.751	90.97	93.55	8502.77386
35	1ka	91.41	0.751	90.97	93.55	8502.77386
8	0c	91.41	0.751	90.97	93.55	8502.77386
26	nhev	91.41	0.751	90.97	93.55	8502.77386
13	4cPC	91.41	0.751	90.97	93.55	8502.77386
78	Vmc	91.41	0.751	90.97	93.55	8502.77386
12	3cC	91.41	0.751	90.97	93.55	8502.77386
33	1k	91.41	0.751	90.97	93.55	8502.77386
90	VS	91.41	0.751	90.97	93.55	8502.77386
19	2cv	91.41	0.751	90.97	93.55	8502.77386
6	dis2	91.41	0.751	90.97	93.55	8502.77386
50	S(16)	91.41	0.751	90.97	93.55	8502.77386
95	Svnc	91.41	0.751	90.97	93.55	8502.77386
89	AS	91.41	0.751	90.97	93.55	8502.77386
56	S(27)	91.41	0.751	90.97	93.55	8502.77386
18	1cv	91.41	0.751	90.97	93.55	8502.77386
17	0cv	91.41	0.751	90.97	93.55	8502.77386
9	1c	91.41	0.751	90.97	93.55	8502.77386
70	S(43)	91.69	0.759	91.55	92.31	8498.83657
40	Shal	91.69	0.759	91.55	92.31	8498.83657
27	ncof	91.69	0.759	91.55	92.31	8498.83657
82	q-	91.69	0.759	91.55	92.31	8498.83657
47	S(10)	91.14	0.743	90.67	93.44	8458.289565
53	S(20)	91.14	0.743	90.67	93.44	8458.289565
21	3cvC	91.14	0.743	90.94	92.06	8407.2945
23	6cvCH	91.14	0.743	90.94	92.06	8407.2945
55	S(26)	90.86	0.734	90.64	91.94	8361.61626
64	S(36)	88.37	0.663	86.79	100.00	8315.237035
43	S(5)	89.75	0.700	89.18	92.86	8232.759
14	3cCH	90.30	0.717	90.30	90.32	8219.74527
59	S(31)	89.20	0.683	88.60	92.59	8142.950385
83	m	89.75	0.700	90.24	87.50	8038.2915
93	Sapcw	0.00	0.000	0.00	93.55	0
drop:
74	S(57)
41	S(2)
data_95.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
48	S(14)	91.97	0.769	91.30	95.16	8646.05697
82	h	91.97	0.769	91.30	95.16	8646.05697
78	eb	91.69	0.760	91.00	95.08	8601.548
32	nnitro	91.69	0.760	91.00	95.08	8601.548
62	S(35)	91.69	0.760	91.00	95.08	8601.548
31	noxy	91.41	0.752	90.70	95.00	8557.2417
73	S(60)	91.41	0.752	90.70	95.00	8557.2417
70	S(51)	91.69	0.760	91.28	93.65	8548.38925
67	S(41)	91.69	0.760	91.28	93.65	8548.38925
46	S(10)	91.69	0.760	91.28	93.65	8548.38925
77	ea	91.69	0.760	91.28	93.65	8548.38925
36	phi	91.69	0.760	91.28	93.65	8548.38925
29	nphos	91.69	0.760	91.28	93.65	8548.38925
44	S(8)	91.69	0.760	91.28	93.65	8548.38925
30	nsulph	91.69	0.760	91.28	93.65	8548.38925
85	cen	91.69	0.760	91.28	93.65	8548.38925
61	S(34)	91.69	0.760	91.28	93.65	8548.38925
84	mcp	91.69	0.760	91.28	93.65	8548.38925
86	w	91.69	0.760	91.28	93.65	8548.38925
16	5cCH	91.69	0.760	91.28	93.65	8548.38925
34	3k	91.69	0.760	91.28	93.65	8548.38925
25	nhet	91.69	0.760	91.28	93.65	8548.38925
4	ndonr	91.69	0.760	91.28	93.65	8548.38925
94	Svpcw	91.69	0.760	91.28	93.65	8548.38925
66	S(40)	91.69	0.760	91.28	93.65	8548.38925
6	dis2	91.69	0.760	91.28	93.65	8548.38925
60	S(33)	91.69	0.760	91.28	93.65	8548.38925
83	A	91.69	0.760	91.28	93.65	8548.38925
24	nhyd	91.41	0.751	90.97	93.55	8502.77386
79	q+	91.41	0.751	90.97	93.55	8502.77386
52	S(20)	91.14	0.743	90.67	93.44	8458.289565
38	Scar	91.14	0.743	90.67	93.44	8458.289565
3	nrot	91.14	0.743	90.67	93.44	8458.289565
71	S(54)	91.14	0.743	90.67	93.44	8458.289565
15	4cCH	91.41	0.751	91.25	92.19	8453.00692
28	ncoi	91.41	0.751	91.25	92.19	8453.00692
10	2c	91.41	0.751	91.25	92.19	8453.00692
88	VS	91.41	0.751	91.25	92.19	8453.00692
11	3cP	91.41	0.751	91.25	92.19	8453.00692
18	1cv	91.41	0.751	91.25	92.19	8453.00692
51	S(19)	91.41	0.751	91.25	92.19	8453.00692
43	S(7)	91.41	0.751	91.25	92.19	8453.00692
12	3cC	91.41	0.751	91.25	92.19	8453.00692
54	S(26)	91.41	0.751	91.25	92.19	8453.00692
92	Svpc	91.41	0.751	91.25	92.19	8453.00692
9	1c	91.41	0.751	91.25	92.19	8453.00692
21	3cvC	91.41	0.751	91.25	92.19	8453.00692
7	dis3	91.41	0.751	91.25	92.19	8453.00692
35	1ka	91.41	0.751	91.25	92.19	8453.00692
95	Svncw	91.41	0.751	91.25	92.19	8453.00692
90	Sanc	91.41	0.751	91.25	92.19	8453.00692
74	S(80)	91.41	0.751	91.25	92.19	8453.00692
91	Sapcw	91.41	0.751	91.25	92.19	8453.00692
72	S(56)	91.41	0.751	91.25	92.19	8453.00692
93	Svnc	91.41	0.751	91.25	92.19	8453.00692
65	S(38)	91.41	0.751	91.25	92.19	8453.00692
89	PSA	91.41	0.751	91.25	92.19	8453.00692
76	Vmc	91.41	0.751	91.25	92.19	8453.00692
13	4cPC	91.41	0.751	91.25	92.19	8453.00692
75	Wmol	91.41	0.751	91.25	92.19	8453.00692
41	S(3)	91.41	0.751	91.25	92.19	8453.00692
37	Shev	91.41	0.751	91.25	92.19	8453.00692
56	S(28)	91.41	0.751	91.25	92.19	8453.00692
87	AS	91.41	0.751	91.25	92.19	8453.00692
47	S(11)	91.41	0.751	91.25	92.19	8453.00692
45	S(9)	91.41	0.751	91.25	92.19	8453.00692
33	1k	91.41	0.751	91.25	92.19	8453.00692
17	0cv	91.41	0.751	91.25	92.19	8453.00692
50	S(17)	91.41	0.751	91.25	92.19	8453.00692
19	2cv	91.41	0.751	91.25	92.19	8453.00692
20	3cvP	91.41	0.751	91.25	92.19	8453.00692
39	Shet	91.41	0.751	91.25	92.19	8453.00692
68	S(42)	91.41	0.751	91.25	92.19	8453.00692
26	nhev	91.41	0.751	91.25	92.19	8453.00692
22	4cvCH	91.41	0.751	91.25	92.19	8453.00692
8	0c	91.41	0.751	91.25	92.19	8453.00692
55	S(27)	91.14	0.743	90.94	92.06	8407.2945
23	6cvCH	91.14	0.743	90.94	92.06	8407.2945
53	S(22)	91.14	0.743	90.94	92.06	8407.2945
40	Shal	91.14	0.742	91.22	90.77	8360.80259
27	ncof	91.14	0.742	91.22	90.77	8360.80259
69	S(43)	91.14	0.742	91.22	90.77	8360.80259
5	dis1	91.14	0.742	91.22	90.77	8360.80259
80	q-	91.14	0.742	91.22	90.77	8360.80259
59	S(32)	91.14	0.742	91.22	90.77	8360.80259
64	S(37)	90.86	0.734	90.91	90.63	8313.98738
57	S(30)	90.86	0.734	90.91	90.63	8313.98738
14	3cCH	90.86	0.734	90.91	90.63	8313.98738
49	S(16)	90.58	0.725	90.60	90.48	8266.7547
42	S(5)	90.03	0.708	89.74	91.53	8224.03863
63	S(36)	88.09	0.651	86.75	97.73	8185.46984
81	m	90.03	0.708	90.54	87.69	8086.11687
58	S(31)	88.64	0.664	88.27	90.74	7993.15452
drop:
48	S(14)
82	h
data_93.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
13	4cPC	91.97	0.769	91.30	95.16	8646.05697
8	0c	91.97	0.769	91.30	95.16	8646.05697
43	S(7)	91.97	0.769	91.30	95.16	8646.05697
11	3cP	91.97	0.769	91.30	95.16	8646.05697
4	ndonr	91.97	0.769	91.30	95.16	8646.05697
50	S(19)	91.97	0.769	91.30	95.16	8646.05697
93	Svncw	91.97	0.769	91.30	95.16	8646.05697
26	nhev	91.97	0.769	91.30	95.16	8646.05697
49	S(17)	91.97	0.769	91.30	95.16	8646.05697
74	Wmol	91.97	0.769	91.30	95.16	8646.05697
73	S(80)	91.97	0.769	91.30	95.16	8646.05697
9	1c	91.97	0.769	91.30	95.16	8646.05697
64	S(38)	91.97	0.769	91.30	95.16	8646.05697
55	S(28)	91.97	0.769	91.30	95.16	8646.05697
34	3k	91.97	0.769	91.30	95.16	8646.05697
37	Shev	91.97	0.769	91.30	95.16	8646.05697
6	dis2	91.97	0.769	91.30	95.16	8646.05697
15	4cCH	91.97	0.769	91.30	95.16	8646.05697
47	S(11)	91.97	0.769	91.30	95.16	8646.05697
85	AS	91.97	0.769	91.30	95.16	8646.05697
75	Vmc	91.97	0.769	91.30	95.16	8646.05697
67	S(42)	91.97	0.769	91.30	95.16	8646.05697
28	ncoi	91.97	0.769	91.30	95.16	8646.05697
41	S(3)	91.97	0.769	91.30	95.16	8646.05697
25	nhet	91.97	0.769	91.30	95.16	8646.05697
59	S(33)	91.97	0.769	91.30	95.16	8646.05697
88	Sanc	91.97	0.769	91.30	95.16	8646.05697
87	PSA	91.97	0.769	91.30	95.16	8646.05697
69	S(51)	91.97	0.769	91.30	95.16	8646.05697
86	VS	91.97	0.769	91.30	95.16	8646.05697
10	2c	91.97	0.769	91.30	95.16	8646.05697
18	1cv	91.97	0.769	91.30	95.16	8646.05697
84	w	91.69	0.760	91.00	95.08	8601.548
35	1ka	91.69	0.760	91.00	95.08	8601.548
61	S(35)	91.69	0.760	91.00	95.08	8601.548
32	nnitro	91.69	0.760	91.00	95.08	8601.548
16	5cCH	91.69	0.760	91.00	95.08	8601.548
33	1k	91.69	0.760	91.00	95.08	8601.548
12	3cC	91.69	0.760	91.00	95.08	8601.548
36	phi	91.69	0.760	91.00	95.08	8601.548
91	Svnc	91.69	0.760	91.00	95.08	8601.548
82	mcp	91.69	0.760	91.00	95.08	8601.548
45	S(9)	91.69	0.760	91.00	95.08	8601.548
19	2cv	91.69	0.760	91.00	95.08	8601.548
83	cen	91.69	0.760	91.00	95.08	8601.548
90	Svpc	91.69	0.760	91.00	95.08	8601.548
66	S(41)	91.69	0.760	91.00	95.08	8601.548
29	nphos	91.69	0.760	91.00	95.08	8601.548
17	0cv	91.69	0.760	91.00	95.08	8601.548
20	3cvP	91.69	0.760	91.00	95.08	8601.548
51	S(20)	91.14	0.744	90.13	96.49	8573.69604
21	3cvC	91.41	0.752	90.70	95.00	8557.2417
24	nhyd	91.41	0.752	90.70	95.00	8557.2417
72	S(60)	91.41	0.752	90.70	95.00	8557.2417
39	Shet	91.41	0.752	90.70	95.00	8557.2417
38	Scar	91.41	0.752	90.70	95.00	8557.2417
52	S(22)	91.41	0.752	90.70	95.00	8557.2417
31	noxy	91.41	0.752	90.70	95.00	8557.2417
77	eb	91.41	0.752	90.70	95.00	8557.2417
65	S(40)	91.41	0.752	90.70	95.00	8557.2417
53	S(26)	91.69	0.760	91.28	93.65	8548.38925
89	Sapcw	91.69	0.760	91.28	93.65	8548.38925
40	Shal	91.69	0.760	91.28	93.65	8548.38925
22	4cvCH	91.69	0.760	91.28	93.65	8548.38925
71	S(56)	91.69	0.760	91.28	93.65	8548.38925
30	nsulph	91.69	0.760	91.28	93.65	8548.38925
58	S(32)	91.69	0.760	91.28	93.65	8548.38925
44	S(8)	91.69	0.760	91.28	93.65	8548.38925
92	Svpcw	91.69	0.760	91.28	93.65	8548.38925
7	dis3	91.69	0.760	91.28	93.65	8548.38925
5	dis1	91.69	0.760	91.28	93.65	8548.38925
3	nrot	91.14	0.743	90.40	94.92	8513.87878
70	S(54)	91.14	0.743	90.40	94.92	8513.87878
63	S(37)	91.41	0.751	90.97	93.55	8502.77386
46	S(10)	91.41	0.751	90.97	93.55	8502.77386
60	S(34)	91.41	0.751	90.97	93.55	8502.77386
78	q+	91.41	0.751	90.97	93.55	8502.77386
23	6cvCH	90.86	0.735	90.10	94.83	8469.331675
76	ea	90.86	0.735	90.10	94.83	8469.331675
81	A	90.86	0.735	90.10	94.83	8469.331675
56	S(30)	91.14	0.743	90.67	93.44	8458.289565
68	S(43)	91.41	0.751	91.25	92.19	8453.00692
48	S(16)	90.86	0.734	90.37	93.33	8412.9089
54	S(27)	90.86	0.734	90.37	93.33	8412.9089
79	q-	91.14	0.742	91.22	90.77	8360.80259
27	ncof	91.14	0.742	91.22	90.77	8360.80259
42	S(5)	90.30	0.717	89.77	93.10	8322.139395
14	3cCH	90.58	0.725	90.60	90.48	8266.7547
62	S(36)	88.37	0.660	87.03	97.78	8226.81715
57	S(31)	88.92	0.674	88.31	92.45	8097.50572
80	m	89.75	0.700	90.24	87.50	8038.2915
drop:
13	4cPC
8	0c
data_91.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
18	3cvP	91.97	0.769	91.30	95.16	8646.05697
4	ndonr	91.97	0.769	91.30	95.16	8646.05697
34	phi	91.97	0.769	91.30	95.16	8646.05697
59	S(35)	91.69	0.760	91.00	95.08	8601.548
30	nnitro	91.69	0.760	91.00	95.08	8601.548
27	nphos	91.69	0.760	91.00	95.08	8601.548
80	mcp	91.69	0.760	91.00	95.08	8601.548
81	cen	91.69	0.760	91.00	95.08	8601.548
79	A	91.41	0.752	90.70	95.00	8557.2417
70	S(60)	91.41	0.752	90.70	95.00	8557.2417
29	noxy	91.41	0.752	90.70	95.00	8557.2417
74	ea	91.41	0.752	90.70	95.00	8557.2417
57	S(33)	91.69	0.760	91.28	93.65	8548.38925
23	nhet	91.69	0.760	91.28	93.65	8548.38925
83	AS	91.69	0.760	91.28	93.65	8548.38925
16	1cv	91.69	0.760	91.28	93.65	8548.38925
62	S(38)	91.69	0.760	91.28	93.65	8548.38925
31	1k	91.69	0.760	91.28	93.65	8548.38925
8	1c	91.69	0.760	91.28	93.65	8548.38925
9	2c	91.69	0.760	91.28	93.65	8548.38925
72	Wmol	91.69	0.760	91.28	93.65	8548.38925
67	S(51)	91.69	0.760	91.28	93.65	8548.38925
88	Svpc	91.69	0.760	91.28	93.65	8548.38925
39	S(3)	91.69	0.760	91.28	93.65	8548.38925
17	2cv	91.69	0.760	91.28	93.65	8548.38925
85	PSA	91.69	0.760	91.28	93.65	8548.38925
89	Svnc	91.69	0.760	91.28	93.65	8548.38925
11	3cC	91.69	0.760	91.28	93.65	8548.38925
53	S(28)	91.69	0.760	91.28	93.65	8548.38925
35	Shev	91.69	0.760	91.28	93.65	8548.38925
24	nhev	91.69	0.760	91.28	93.65	8548.38925
10	3cP	91.69	0.760	91.28	93.65	8548.38925
33	1ka	91.69	0.760	91.28	93.65	8548.38925
58	S(34)	91.69	0.760	91.28	93.65	8548.38925
73	Vmc	91.69	0.760	91.28	93.65	8548.38925
48	S(19)	91.69	0.760	91.28	93.65	8548.38925
15	0cv	91.69	0.760	91.28	93.65	8548.38925
6	dis2	91.69	0.760	91.28	93.65	8548.38925
84	VS	91.69	0.760	91.28	93.65	8548.38925
3	nrot	91.14	0.743	90.40	94.92	8513.87878
14	5cCH	91.41	0.751	90.97	93.55	8502.77386
44	S(10)	91.41	0.751	90.97	93.55	8502.77386
63	S(40)	91.41	0.751	90.97	93.55	8502.77386
76	q+	91.41	0.751	90.97	93.55	8502.77386
64	S(41)	91.41	0.751	90.97	93.55	8502.77386
75	eb	91.41	0.751	90.97	93.55	8502.77386
50	S(22)	91.41	0.751	90.97	93.55	8502.77386
82	w	91.41	0.751	90.97	93.55	8502.77386
49	S(20)	90.86	0.735	90.10	94.83	8469.331675
22	nhyd	91.14	0.743	90.67	93.44	8458.289565
37	Shet	91.14	0.743	90.67	93.44	8458.289565
36	Scar	91.14	0.743	90.67	93.44	8458.289565
20	4cvCH	91.41	0.751	91.25	92.19	8453.00692
32	3k	91.41	0.751	91.25	92.19	8453.00692
91	Svncw	91.41	0.751	91.25	92.19	8453.00692
86	Sanc	91.41	0.751	91.25	92.19	8453.00692
41	S(7)	91.41	0.751	91.25	92.19	8453.00692
26	ncoi	91.41	0.751	91.25	92.19	8453.00692
90	Svpcw	91.41	0.751	91.25	92.19	8453.00692
87	Sapcw	91.41	0.751	91.25	92.19	8453.00692
65	S(42)	91.41	0.751	91.25	92.19	8453.00692
7	dis3	91.41	0.751	91.25	92.19	8453.00692
56	S(32)	91.41	0.751	91.25	92.19	8453.00692
69	S(56)	91.41	0.751	91.25	92.19	8453.00692
47	S(17)	91.41	0.751	91.25	92.19	8453.00692
45	S(11)	91.41	0.751	91.25	92.19	8453.00692
13	4cCH	91.41	0.751	91.25	92.19	8453.00692
42	S(8)	91.41	0.751	91.25	92.19	8453.00692
19	3cvC	91.41	0.751	91.25	92.19	8453.00692
71	S(80)	91.41	0.751	91.25	92.19	8453.00692
51	S(26)	91.41	0.751	91.25	92.19	8453.00692
28	nsulph	91.41	0.751	91.25	92.19	8453.00692
52	S(27)	90.86	0.734	90.37	93.33	8412.9089
68	S(54)	90.86	0.734	90.37	93.33	8412.9089
46	S(16)	90.86	0.734	90.37	93.33	8412.9089
61	S(37)	91.14	0.743	90.94	92.06	8407.2945
43	S(9)	91.14	0.743	90.94	92.06	8407.2945
25	ncof	91.14	0.742	91.22	90.77	8360.80259
66	S(43)	91.14	0.742	91.22	90.77	8360.80259
5	dis1	91.14	0.742	91.22	90.77	8360.80259
38	Shal	91.14	0.742	91.22	90.77	8360.80259
77	q-	90.86	0.734	91.19	89.39	8270.02226
21	6cvCH	90.30	0.717	90.03	91.67	8268.89445
12	3cCH	90.58	0.725	90.60	90.48	8266.7547
54	S(30)	90.58	0.725	90.60	90.48	8266.7547
60	S(36)	88.37	0.660	87.03	97.78	8226.81715
40	S(5)	90.03	0.708	89.74	91.53	8224.03863
55	S(31)	88.92	0.674	88.31	92.45	8097.50572
78	m	89.75	0.700	90.24	87.50	8038.2915
drop:
18	3cvP
4	ndonr
data_89.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
79	cen	91.69	0.760	91.00	95.08	8601.548
78	mcp	91.69	0.760	91.00	95.08	8601.548
57	S(35)	91.69	0.760	91.00	95.08	8601.548
73	eb	91.69	0.760	91.00	95.08	8601.548
35	Shet	91.69	0.760	91.00	95.08	8601.548
61	S(40)	91.69	0.760	91.00	95.08	8601.548
68	S(60)	91.41	0.752	90.70	95.00	8557.2417
28	nnitro	91.41	0.752	90.70	95.00	8557.2417
27	noxy	91.41	0.752	90.70	95.00	8557.2417
86	Svpc	91.69	0.760	91.28	93.65	8548.38925
6	dis3	91.69	0.760	91.28	93.65	8548.38925
46	S(19)	91.69	0.760	91.28	93.65	8548.38925
45	S(17)	91.69	0.760	91.28	93.65	8548.38925
4	dis1	91.69	0.760	91.28	93.65	8548.38925
40	S(8)	91.69	0.760	91.28	93.65	8548.38925
85	Sapcw	91.69	0.760	91.28	93.65	8548.38925
69	S(80)	91.69	0.760	91.28	93.65	8548.38925
12	4cCH	91.69	0.760	91.28	93.65	8548.38925
9	3cP	91.69	0.760	91.28	93.65	8548.38925
83	PSA	91.69	0.760	91.28	93.65	8548.38925
63	S(42)	91.69	0.760	91.28	93.65	8548.38925
18	4cvCH	91.69	0.760	91.28	93.65	8548.38925
55	S(33)	91.69	0.760	91.28	93.65	8548.38925
5	dis2	91.69	0.760	91.28	93.65	8548.38925
39	S(7)	91.69	0.760	91.28	93.65	8548.38925
21	nhet	91.69	0.760	91.28	93.65	8548.38925
32	phi	91.69	0.760	91.28	93.65	8548.38925
71	Vmc	91.69	0.760	91.28	93.65	8548.38925
37	S(3)	91.69	0.760	91.28	93.65	8548.38925
33	Shev	91.69	0.760	91.28	93.65	8548.38925
89	Svncw	91.69	0.760	91.28	93.65	8548.38925
13	5cCH	91.69	0.760	91.28	93.65	8548.38925
62	S(41)	91.69	0.760	91.28	93.65	8548.38925
24	ncoi	91.69	0.760	91.28	93.65	8548.38925
30	3k	91.69	0.760	91.28	93.65	8548.38925
88	Svpcw	91.69	0.760	91.28	93.65	8548.38925
70	Wmol	91.69	0.760	91.28	93.65	8548.38925
15	1cv	91.69	0.760	91.28	93.65	8548.38925
60	S(38)	91.69	0.760	91.28	93.65	8548.38925
43	S(11)	91.69	0.760	91.28	93.65	8548.38925
65	S(51)	91.69	0.760	91.28	93.65	8548.38925
67	S(56)	91.69	0.760	91.28	93.65	8548.38925
7	1c	91.69	0.760	91.28	93.65	8548.38925
84	Sanc	91.69	0.760	91.28	93.65	8548.38925
26	nsulph	91.69	0.760	91.28	93.65	8548.38925
56	S(34)	91.69	0.760	91.28	93.65	8548.38925
3	nrot	91.14	0.743	90.40	94.92	8513.87878
80	w	91.41	0.751	90.97	93.55	8502.77386
48	S(22)	91.41	0.751	90.97	93.55	8502.77386
25	nphos	91.41	0.751	90.97	93.55	8502.77386
47	S(20)	90.86	0.735	90.10	94.83	8469.331675
72	ea	91.14	0.743	90.67	93.44	8458.289565
74	q+	91.14	0.743	90.67	93.44	8458.289565
34	Scar	91.14	0.743	90.67	93.44	8458.289565
77	A	91.14	0.743	90.67	93.44	8458.289565
20	nhyd	91.14	0.743	90.67	93.44	8458.289565
31	1ka	91.41	0.751	91.25	92.19	8453.00692
81	AS	91.41	0.751	91.25	92.19	8453.00692
8	2c	91.41	0.751	91.25	92.19	8453.00692
54	S(32)	91.41	0.751	91.25	92.19	8453.00692
14	0cv	91.41	0.751	91.25	92.19	8453.00692
10	3cC	91.41	0.751	91.25	92.19	8453.00692
41	S(9)	91.41	0.751	91.25	92.19	8453.00692
16	2cv	91.41	0.751	91.25	92.19	8453.00692
87	Svnc	91.41	0.751	91.25	92.19	8453.00692
29	1k	91.41	0.751	91.25	92.19	8453.00692
36	Shal	91.41	0.751	91.25	92.19	8453.00692
49	S(26)	91.41	0.751	91.25	92.19	8453.00692
51	S(28)	91.41	0.751	91.25	92.19	8453.00692
82	VS	91.41	0.751	91.25	92.19	8453.00692
59	S(37)	91.41	0.751	91.25	92.19	8453.00692
22	nhev	91.41	0.751	91.25	92.19	8453.00692
17	3cvC	91.41	0.751	91.25	92.19	8453.00692
50	S(27)	90.86	0.734	90.37	93.33	8412.9089
66	S(54)	90.86	0.734	90.37	93.33	8412.9089
42	S(10)	91.14	0.743	90.94	92.06	8407.2945
52	S(30)	90.86	0.734	90.64	91.94	8361.61626
23	ncof	91.14	0.742	91.22	90.77	8360.80259
64	S(43)	91.14	0.742	91.22	90.77	8360.80259
75	q-	91.14	0.742	91.22	90.77	8360.80259
44	S(16)	90.58	0.725	90.33	91.80	8314.689825
19	6cvCH	90.30	0.717	90.03	91.67	8268.89445
11	3cCH	90.58	0.725	90.60	90.48	8266.7547
58	S(36)	88.37	0.660	87.03	97.78	8226.81715
38	S(5)	89.47	0.691	89.14	91.23	8131.169785
76	m	90.03	0.708	90.27	88.89	8128.31004
53	S(31)	88.37	0.655	87.99	90.57	7948.152
drop:
79	cen
78	mcp
data_87.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
63	S(42)	91.97	0.769	91.03	96.67	8703.55515
82	Sanc	91.97	0.769	91.03	96.67	8703.55515
13	5cCH	91.97	0.769	91.03	96.67	8703.55515
62	S(41)	91.97	0.769	91.03	96.67	8703.55515
45	S(17)	91.97	0.769	91.03	96.67	8703.55515
41	S(9)	91.69	0.761	90.73	96.61	8659.88517
29	1k	91.69	0.761	90.73	96.61	8659.88517
14	0cv	91.69	0.761	90.73	96.61	8659.88517
30	3k	91.69	0.761	90.73	96.61	8659.88517
21	nhet	91.69	0.761	90.73	96.61	8659.88517
10	3cC	91.69	0.761	90.73	96.61	8659.88517
32	phi	91.69	0.761	90.73	96.61	8659.88517
5	dis2	91.69	0.761	90.73	96.61	8659.88517
15	1cv	91.69	0.761	90.73	96.61	8659.88517
81	PSA	91.69	0.761	90.73	96.61	8659.88517
8	2c	91.69	0.761	90.73	96.61	8659.88517
69	S(80)	91.69	0.761	90.73	96.61	8659.88517
